Date,Close
2018-09-12,6.599999904632568
2018-09-13,11.600000381469727
2018-09-14,9.899999618530273
2018-09-17,8.5
2018-09-18,7.679999828338623
2018-09-19,8.5
2018-09-20,8.779999732971191
2018-09-21,8.59000015258789
2018-09-24,7.869999885559082
2018-09-25,7.579999923706055
2018-09-26,7.5
2018-09-27,7.010000228881836
2018-09-28,6.980000019073486
2018-10-01,6.599999904632568
2018-10-02,5.929999828338623
2018-10-03,6.300000190734863
2018-10-04,6.25
2018-10-05,6.260000228881836
2018-10-08,6.039999961853027
2018-10-09,7.389999866485596
2018-10-10,7.75
2018-10-11,7.179999828338623
2018-10-12,7.460000038146973
2018-10-15,7.820000171661377
2018-10-16,8.039999961853027
2018-10-17,7.769999980926514
2018-10-18,7.5
2018-10-19,7.320000171661377
2018-10-22,7.03000020980835
2018-10-23,6.809999942779541
2018-10-24,6.170000076293945
2018-10-25,6.449999809265137
2018-10-26,6.349999904632568
2018-10-29,6.190000057220459
2018-10-30,5.949999809265137
2018-10-31,5.900000095367432
2018-11-01,6.619999885559082
2018-11-02,6.489999771118164
2018-11-05,6.679999828338623
2018-11-06,6.400000095367432
2018-11-07,6.739999771118164
2018-11-08,6.690000057220459
2018-11-09,6.769999980926514
2018-11-12,6.650000095367432
2018-11-13,6.78000020980835
2018-11-14,7.099999904632568
2018-11-15,7.340000152587891
2018-11-16,7.190000057220459
2018-11-19,7.840000152587891
2018-11-20,7.670000076293945
2018-11-21,7.710000038146973
2018-11-23,7.460000038146973
2018-11-26,7.369999885559082
2018-11-27,7.480000019073486
2018-11-28,8.119999885559082
2018-11-29,7.789999961853027
2018-11-30,7.710000038146973
2018-12-03,7.579999923706055
2018-12-04,7.079999923706055
2018-12-06,7.369999885559082
2018-12-07,6.989999771118164
2018-12-10,7.03000020980835
2018-12-11,7.079999923706055
2018-12-12,7.539999961853027
2018-12-13,7.75
2018-12-14,7.699999809265137
2018-12-17,7.03000020980835
2018-12-18,7.070000171661377
2018-12-19,6.829999923706055
2018-12-20,6.519999980926514
2018-12-21,6.070000171661377
2018-12-24,5.920000076293945
2018-12-26,6.360000133514404
2018-12-27,6.429999828338623
2018-12-28,6.46999979019165
2018-12-31,6.369999885559082
2019-01-02,6.199999809265137
2019-01-03,6.050000190734863
2019-01-04,6.360000133514404
2019-01-07,6.5
2019-01-08,6.400000095367432
2019-01-09,6.630000114440918
2019-01-10,6.659999847412109
2019-01-11,6.590000152587891
2019-01-14,6.800000190734863
2019-01-15,6.820000171661377
2019-01-16,6.710000038146973
2019-01-17,6.809999942779541
2019-01-18,6.710000038146973
2019-01-22,6.570000171661377
2019-01-23,6.550000190734863
2019-01-24,6.579999923706055
2019-01-25,6.650000095367432
2019-01-28,6.670000076293945
2019-01-29,6.940000057220459
2019-01-30,7.460000038146973
2019-01-31,7.880000114440918
2019-02-01,7.900000095367432
2019-02-04,7.849999904632568
2019-02-05,7.880000114440918
2019-02-06,8.399999618530273
2019-02-07,8.039999961853027
2019-02-08,7.670000076293945
2019-02-11,7.460000038146973
2019-02-12,7.440000057220459
2019-02-13,7.489999771118164
2019-02-14,7.480000019073486
2019-02-15,7.409999847412109
2019-02-19,7.260000228881836
2019-02-20,7.619999885559082
2019-02-21,7.639999866485596
2019-02-22,8.170000076293945
2019-02-25,9.0
2019-02-26,9.789999961853027
2019-02-27,9.850000381469727
2019-02-28,9.569999694824219
2019-03-01,10.0600004196167
2019-03-04,9.779999732971191
2019-03-05,10.15999984741211
2019-03-06,8.010000228881836
2019-03-07,7.090000152587891
2019-03-08,7.059999942779541
2019-03-11,6.590000152587891
2019-03-12,6.389999866485596
2019-03-13,6.53000020980835
2019-03-14,6.03000020980835
2019-03-15,5.710000038146973
2019-03-18,5.75
2019-03-19,5.960000038146973
2019-03-20,5.849999904632568
2019-03-21,5.840000152587891
2019-03-22,5.619999885559082
2019-03-25,5.349999904632568
2019-03-26,4.960000038146973
2019-03-27,4.980000019073486
2019-03-28,5.010000228881836
2019-03-29,5.099999904632568
2019-04-01,5.210000038146973
2019-04-02,5.389999866485596
2019-04-03,5.309999942779541
2019-04-04,5.349999904632568
2019-04-05,5.360000133514404
2019-04-08,5.300000190734863
2019-04-09,5.079999923706055
2019-04-10,5.050000190734863
2019-04-11,5.010000228881836
2019-04-12,4.989999771118164
2019-04-15,4.75
2019-04-16,4.449999809265137
2019-04-17,4.590000152587891
2019-04-18,4.789999961853027
2019-04-22,4.78000020980835
2019-04-23,4.829999923706055
2019-04-24,5.0
2019-04-25,4.900000095367432
2019-04-26,4.920000076293945
2019-04-29,4.980000019073486
2019-04-30,4.849999904632568
2019-05-01,4.679999828338623
2019-05-02,4.71999979019165
2019-05-03,5.019999980926514
2019-05-06,4.880000114440918
2019-05-07,4.840000152587891
2019-05-08,4.570000171661377
2019-05-09,4.599999904632568
